period,title,description,url,published_at,source_name,author,url_to_image
present_to_2weeks,Top AI Salaries Dwarf Those of the Manhattan Project and the Space Race,An anonymous reader quotes a report from Ars Technica: Silicon Valley's AI talent war just reached a compensation milestone that makes even the most legendary scientific achievements of the past look financially modest. When Meta recently offered AI researche…,https://news.slashdot.org/story/25/08/01/237243/top-ai-salaries-dwarf-those-of-the-manhattan-project-and-the-space-race,2025-08-02T13:00:00Z,Slashdot.org,BeauHD,https://a.fsdn.com/sd/topics/money_64.png
present_to_2weeks,Lyft Will Use Chinese Driverless Cars In Britain and Germany,"An anonymous reader quotes a report from the New York Times: China's automakers have teamed up with software companies togo global with their driverless cars, which are poised to claim a big share of a growing market as Western manufacturers are still prepari…",https://tech.slashdot.org/story/25/08/06/0155257/lyft-will-use-chinese-driverless-cars-in-britain-and-germany,2025-08-06T13:00:00Z,Slashdot.org,BeauHD,https://a.fsdn.com/sd/topics/china_64.png
present_to_2weeks,"The top 10 fastest trains in the world, ranked","The NextGen Acela trains will run with a top speed of 160 mph, out-speeding the current Acela fleet by 10 mph.",https://www.businessinsider.com/fastest-trains-in-the-world-ranked,2025-08-11T21:22:20Z,Business Insider,Kristine Villarroel,https://i.insider.com/689a4567a17a8c5b4052a915?width=1200&format=jpeg
present_to_2weeks,A guide to every historical figure who's been on 'The Gilded Age',"Learn about the real people in ""The Gilded Age,"" including J.P. Morgan and Alva Vanderbilt, as the series intertwines history and fiction.",https://www.businessinsider.com/the-gilded-age-hbo-real-life-historical-figures,2025-08-03T13:32:01Z,Business Insider,Gabbi Shaw,https://i.insider.com/688bcd033d5881a51c1e643f?width=1200&format=jpeg
2weeks_to_1month,Bryan Johnson Is Going to Die,"Millions of dollars in treatments, supplements, and scans. Immortality through AI. Bryan Johnson’s longevity script has everything—except an ending.",https://www.wired.com/story/big-interview-bryan-johnson/,2025-07-21T10:00:00Z,Wired,Katie Drummond,"https://media.wired.com/photos/6879b982687e96e4f2948539/191:100/w_1280,c_limit/2025_EH_BJ_WIREDMAG_DSC08846.jpg"
2weeks_to_1month,This ‘violently racist’ hacker claims to be the source of The New York Times’ Mamdani scoop,"The ultimate source for The New York Times' story about Zohran Mamdani's college application is an open secret. It's an anime-loving neo-Nazi whose hobbies include furry drawings, posting fan art of a video game character, and hacking universities. On X, the …",https://www.theverge.com/cyber-security/710480/columbia-hacker-nazi-nyt-affirmative-action,2025-07-21T14:35:47Z,The Verge,Elizabeth Lopatto,https://platform.theverge.com/wp-content/uploads/sites/2/2025/07/257854_Anime_hacker_CVirginia_C.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200
2weeks_to_1month,Why tech billionaires want a ‘corporate dictatorship’,"Hello, and welcome to Decoder! This is Jon Fortt, CNBC journalist, cohost of Closing Bell: Overtime, and creator of the Fortt Knox streaming series on LinkedIn. I’m guest-hosting for a couple more episodes of Decoder this summer while Nilay is out on parental…",https://www.theverge.com/decoder-podcast-with-nilay-patel/707010/gil-duran-the-nerd-reich-tech-billionaires-authoritarianism-dictator,2025-07-21T14:22:22Z,The Verge,Jon Fortt,https://platform.theverge.com/wp-content/uploads/sites/2/2025/07/DCD-Gil-Duran-1.png?quality=90&strip=all&crop=0%2C10.711631919237%2C100%2C78.576736161526&w=1200
2weeks_to_1month,ChatGPT can be a disaster for lawyers — Robin AI says it can fix that,"Hello, and welcome to Decoder! I’m Jon Fortt — CNBC journalist, cohost of Closing Bell: Overtime, and creator of the Fortt Knox streaming series on LinkedIn. This is the last episode I’ll be guest-hosting for Nilay while he’s out on parental leave. We have an…",https://www.theverge.com/decoder-podcast-with-nilay-patel/713303/robin-ai-ceo-richard-robinson-chatgpt-ai-lawyer-legal-interview,2025-07-28T14:02:29Z,The Verge,Jon Fortt,https://platform.theverge.com/wp-content/uploads/sites/2/2025/07/DCD-Richard-Robinson.png?quality=90&strip=all&crop=0%2C10.711631919237%2C100%2C78.576736161526&w=1200
2weeks_to_1month,Daisy Ridley’s Husband Cast in Adaptation of Former Reylo ‘Star Wars’ Fan Fiction,Tom Bateman will star alongside Lili Reinhart in an adaptation of the bestseller 'The Love Hypothesis' by Ali Hazelwood.,https://gizmodo.com/love-hypothesis-movie-reylo-daisy-ridley-tom-bateman-2000630979,2025-07-17T22:00:27Z,Gizmodo.com,Germain Lussier,https://gizmodo.com/app/uploads/2025/07/Star-Wars-Reylo-kiss-1200x675.jpg
2weeks_to_1month,UnitedHealth Group Says It Is Cooperating With a DOJ Investigation,The healthcare giant has had a difficult few years.,https://gizmodo.com/unitedhealth-group-says-it-is-cooperating-with-a-doj-investigation-2000633885,2025-07-24T19:50:47Z,Gizmodo.com,Lucas Ropek,https://gizmodo.com/app/uploads/2025/04/unitedhealth-unitedhealthcare-united-health-building-2023-1200x675.jpg
2weeks_to_1month,DOJ Has a Copy of the Epstein Jail Video With the ‘Missing Minute’: Report,Pam Bondi previously said every video from that jail is missing a minute but didn't provide proof.,https://gizmodo.com/doj-has-a-copy-of-the-epstein-jail-video-with-the-missing-minute-report-2000636083,2025-07-29T18:00:24Z,Gizmodo.com,Matt Novak,https://gizmodo.com/app/uploads/2025/07/pam-bondi-protest-sign-july-17-2025-1200x675.jpg
2weeks_to_1month,Retrial for spy chief who assassinated South Korean president begins,Kim Jae-gyu was executed for killing dictator Park Chung-hee. Now South Korea is revisiting his case.,https://www.bbc.com/news/articles/cr5vp4q59lgo,2025-07-15T22:36:29Z,BBC News,,https://ichef.bbci.co.uk/news/1024/branded_news/e326/live/90157780-6196-11f0-b5c5-012c5796682d.jpg
2weeks_to_1month,"American musical satirist Tom Lehrer dies at 97, US media report","Lehrer, a Harvard-trained mathematician, wrote darkly humorous songs, often with political connotations.",https://www.bbc.com/news/articles/cpv02yd2714o,2025-07-27T18:32:22Z,BBC News,,https://ichef.bbci.co.uk/news/1024/branded_news/edcb/live/2a516690-6b0d-11f0-89ea-4d6f9851f623.jpg
2weeks_to_1month,"Today's NYT Strands Hints, Answers and Help for July 17 #501","Here's today's Strands answers and hints. These clues will help you solve The New York Times' popular puzzle game, Strands, every day.",https://www.cnet.com/tech/gaming/todays-nyt-strands-hints-answers-and-help-for-july-17-501/,2025-07-16T20:00:06Z,CNET,Gael Cooper,https://www.cnet.com/a/img/resize/094c1ae2618509665dadbce8d57e534b601ba85e/hub/2024/05/15/859c9110-e596-432b-8690-95e6102759c9/nyt-new-york-times-strands-2054.jpg?auto=webp&fit=crop&height=675&width=1200
2weeks_to_1month,"Today's NYT Connections: Sports Edition Hints and Answers for July 16, #296","Here's today's Connections: Sports Edition answer and hints for groups. These clues will help you solve The New York Times' popular puzzle game, Connections: Sports Edition, every day.",https://www.cnet.com/tech/gaming/todays-nyt-connections-sports-edition-hints-and-answers-for-july-16-296/,2025-07-15T20:00:08Z,CNET,Amanda Kooser,https://www.cnet.com/a/img/resize/b6a176556f33d8a7a6d33d6575c828a27a02cb83/hub/2024/10/16/c34cfc41-01f2-4b1a-80a8-f6479c50c02e/connections-sports-edition-6859.jpg?auto=webp&fit=crop&height=675&width=1200
2weeks_to_1month,"Today's NYT Mini Crossword Answers for Friday, July 18","Here's today's NYT Mini Crossword answer. These answers will help you solve New York Times' popular crossword game, Mini Crossword, every day!",https://www.cnet.com/tech/gaming/todays-nyt-mini-crossword-answers-for-friday-july-18/,2025-07-18T02:14:00Z,CNET,Amanda Kooser,https://www.cnet.com/a/img/resize/4a7dc34963db8f9a51abae1ab77ec99b498be36f/hub/2024/07/25/50d61b9b-1c76-4678-9a92-f6eca531f4a8/nyt-mini-crossword-234876.jpg?auto=webp&fit=crop&height=675&width=1200
2weeks_to_1month,"Today's NYT Connections Hints, Answers and Help for July 16, #766","Here's today's Connections answer and hints for groups. These clues will help you solve New York Times' popular puzzle game, Connections, every day!",https://www.cnet.com/tech/gaming/todays-nyt-connections-hints-answers-and-help-for-july-16-766/,2025-07-15T20:00:06Z,CNET,Gael Cooper,https://www.cnet.com/a/img/resize/600386913d35857db4ab5cf226431f739fe59ba9/hub/2025/03/26/c70b0a32-884a-4379-b77b-de75776952ba/nyt-word-games-connections-2798.jpg?auto=webp&fit=crop&height=675&width=1200
2weeks_to_1month,"Today's NYT Connections: Sports Edition Hints and Answers for July 17, #297","Here's today's Connections: Sports Edition answer and hints for groups. These clues will help you solve The New York Times' popular puzzle game, Connections: Sports Edition, every day.",https://www.cnet.com/tech/gaming/todays-nyt-connections-sports-edition-hints-and-answers-for-july-17-297/,2025-07-16T20:00:06Z,CNET,Amanda Kooser,https://www.cnet.com/a/img/resize/b6a176556f33d8a7a6d33d6575c828a27a02cb83/hub/2024/10/16/c34cfc41-01f2-4b1a-80a8-f6479c50c02e/connections-sports-edition-6859.jpg?auto=webp&fit=crop&height=675&width=1200
2weeks_to_1month,"Today's NYT Connections Hints, Answers and Help for July 17, #767","Here's today's Connections answer and hints for groups. These clues will help you solve New York Times' popular puzzle game, Connections, every day!",https://www.cnet.com/tech/gaming/todays-nyt-connections-hints-answers-and-help-for-july-17-767/,2025-07-16T20:00:05Z,CNET,Gael Cooper,https://www.cnet.com/a/img/resize/600386913d35857db4ab5cf226431f739fe59ba9/hub/2025/03/26/c70b0a32-884a-4379-b77b-de75776952ba/nyt-word-games-connections-2798.jpg?auto=webp&fit=crop&height=675&width=1200
2weeks_to_1month,"Today's NYT Mini Crossword Answers for Saturday, July 19","Here's today's NYT Mini Crossword answer. These answers will help you solve New York Times' popular crossword game, Mini Crossword, every day!",https://www.cnet.com/tech/gaming/todays-nyt-mini-crossword-answers-for-saturday-july-19/,2025-07-19T02:18:12Z,CNET,Amanda Kooser,https://www.cnet.com/a/img/resize/4a7dc34963db8f9a51abae1ab77ec99b498be36f/hub/2024/07/25/50d61b9b-1c76-4678-9a92-f6eca531f4a8/nyt-mini-crossword-234876.jpg?auto=webp&fit=crop&height=675&width=1200
2weeks_to_1month,"Today's NYT Strands Hints, Answers and Help for July 16 #500","Here's today's Strands answers and hints. These clues will help you solve The New York Times' popular puzzle game, Strands, every day.",https://www.cnet.com/tech/gaming/todays-nyt-strands-hints-answers-and-help-for-july-16-500/,2025-07-15T20:00:06Z,CNET,Gael Cooper,https://www.cnet.com/a/img/resize/094c1ae2618509665dadbce8d57e534b601ba85e/hub/2024/05/15/859c9110-e596-432b-8690-95e6102759c9/nyt-new-york-times-strands-2054.jpg?auto=webp&fit=crop&height=675&width=1200
2weeks_to_1month,"Today's NYT Mini Crossword Answers for Tuesday, July 15","Here's today's NYT Mini Crossword answer. These answers will help you solve New York Times' popular crossword game, Mini Crossword, every day!",https://www.cnet.com/tech/gaming/todays-nyt-mini-crossword-answers-for-tuesday-july-15/,2025-07-15T02:12:20Z,CNET,Amanda Kooser,https://www.cnet.com/a/img/resize/4a7dc34963db8f9a51abae1ab77ec99b498be36f/hub/2024/07/25/50d61b9b-1c76-4678-9a92-f6eca531f4a8/nyt-mini-crossword-234876.jpg?auto=webp&fit=crop&height=675&width=1200
2weeks_to_1month,"Today's NYT Mini Crossword Answers for Thursday, July 17","Here's today's NYT Mini Crossword answer. These answers will help you solve New York Times' popular crossword game, Mini Crossword, every day!",https://www.cnet.com/tech/gaming/todays-nyt-mini-crossword-answers-for-thursday-july-17/,2025-07-17T02:08:00Z,CNET,Amanda Kooser,https://www.cnet.com/a/img/resize/4a7dc34963db8f9a51abae1ab77ec99b498be36f/hub/2024/07/25/50d61b9b-1c76-4678-9a92-f6eca531f4a8/nyt-mini-crossword-234876.jpg?auto=webp&fit=crop&height=675&width=1200
2weeks_to_1month,"Today's NYT Mini Crossword Answers for Saturday, July 26","Here's today's NYT Mini Crossword answer. These answers will help you solve New York Times' popular crossword game, Mini Crossword, every day!",https://www.cnet.com/tech/gaming/todays-nyt-mini-crossword-answers-for-saturday-july-26/,2025-07-26T02:19:56Z,CNET,Amanda Kooser,https://www.cnet.com/a/img/resize/4a7dc34963db8f9a51abae1ab77ec99b498be36f/hub/2024/07/25/50d61b9b-1c76-4678-9a92-f6eca531f4a8/nyt-mini-crossword-234876.jpg?auto=webp&fit=crop&height=675&width=1200
