period,title,description,url,published_at,source_name,author,url_to_image
1_month,Microsoft will halt new Office features for Windows 10 in 2026,"Microsoft has quietly revealed that it will stop adding new features to Office apps (Microsoft 365) for Windows 10 users in August 2026. While security updates will remain in place for Office apps running on Windows 10 until October 2028, Microsoft will cut o…",https://www.theverge.com/news/706586/microsoft-365-office-app-features-windows-10-end-of-life-2026,2025-07-14T12:37:39Z,The Verge,Tom Warren,https://platform.theverge.com/wp-content/uploads/sites/2/2025/02/STKB334_MICROSOFT_OFFICE_A.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200
1_month,Microsoft suddenly kills its movies and TV store on Xbox and Windows,"Microsoft has suddenly shut its movies and TV store on Xbox consoles and Windows PCs. As of today you can no longer purchase new movies or TV shows from the Microsoft Store on Xbox or Windows, but you will still be able to access previously purchased content …",https://www.theverge.com/news/709737/microsoft-movies-tv-store-closure-xbox-windows,2025-07-18T15:23:03Z,The Verge,Tom Warren,https://platform.theverge.com/wp-content/uploads/sites/2/chorus/uploads/chorus_asset/file/23926022/acastro_STK048_01.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200
1_month,Mercedes-Benz will let you use an in-car camera in Microsoft Teams while driving,"I like to drive without the distractions of my work life interrupting me, but if you’re eager to stay connected then Mercedes-Benz is ready. You’ll soon be able to join a Microsoft Teams call in some Mercedes‑Benz vehicles and use the in-car camera to chat wi…",https://www.theverge.com/news/708481/microsoft-teams-mercedes-benz-integration-in-car-camera-support,2025-07-16T18:46:47Z,The Verge,Tom Warren,"https://platform.theverge.com/wp-content/uploads/sites/2/2025/07/3_2_1024.jpeg?quality=90&strip=all&crop=0,10.75214828329,100,78.49570343342"
1_month,The Pro 3 is 8BitDo’s first controller with swappable buttons,"8BitDo has released a new version of its wireless Pro controller that was last updated in 2021. Many of 8BitDo’s recent controller releases, including the Ultimate 2, feature an asymmetrical joystick layout like Nintendo and Microsoft use. But the new Pro 3 m…",https://www.theverge.com/news/706967/8bitdo-pro-3-wireless-bluetooth-controller-tmr-swappable-buttons,2025-07-15T15:01:45Z,The Verge,Andrew Liszewski,https://platform.theverge.com/wp-content/uploads/sites/2/2025/07/8bitdopro3_1.jpg?quality=90&strip=all&crop=0%2C10.76363770124%2C100%2C78.472724597521&w=1200
1_month,Our biggest questions about ChromeOS and Android merging,"Samit Sarkar, Google's head of Android ecosystems, recently confirmed that Android and ChromeOS will be merged into a single platform, reigniting a slew of questions about the future of the operating systems. Combining them makes sense. It made sense way back…",https://www.theverge.com/google/707041/google-chromeos-android-os-merger-questions-phones-chromebooks-laptops-tablets,2025-07-15T17:43:48Z,The Verge,Antonio G. Di Benedetto,https://platform.theverge.com/wp-content/uploads/sites/2/2025/07/257814_Lenovo_Chromebook_Plus_14_laptop_review_ADiBenedetto_0020.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200
1_month,OpenAI Is Eating Microsoft’s Lunch,Copilot is getting kicked out of the cockpit.,https://gizmodo.com/openai-is-eating-microsofts-lunch-2000630194,2025-07-16T19:20:44Z,Gizmodo.com,AJ Dellinger,https://gizmodo.com/app/uploads/2025/07/GettyImages-2153471300-1200x675.jpg
1_month,"Wall Street’s AI Bubble Is Worse Than the 1999 Dot-com Bubble, Warns a Top Economist",A chief economist at investment giant Apollo says the top ten AI stocks are more detached from reality than the tech titans of the 1990s were. His chart is a stark warning that history is about to repeat itself.,https://gizmodo.com/wall-streets-ai-bubble-is-worse-than-the-1999-dot-com-bubble-warns-a-top-economist-2000630487,2025-07-17T13:00:10Z,Gizmodo.com,Luc Olinga,https://gizmodo.com/app/uploads/2023/07/bfe320b26bdf046c5754c43700fad9c5.jpg
1_month,Google is giving OpenAI more computing power to keep up with everyone’s AI cravings,"Even the AI giant can’t go it alone, and now it’s leaning on its biggest competitor just to keep up.",https://www.androidcentral.com/apps-software/google-is-giving-openai-more-computing-power-to-keep-up-with-everyones-ai-cravings,2025-07-19T09:08:26Z,Android Central,"techkritiko@gmail.com (Jay Bonggolto) , Jay Bonggolto",https://cdn.mos.cms.futurecdn.net/NrC6Bo4HMBSdf7qf7Qq52f.jpg
1_month,HMD is pulling the plug on Nokia phones in the US,US market says goodbye to new Nokia phones as HMD Global pulls out.,https://www.androidcentral.com/phones/hmd-is-pulling-the-plug-on-nokia-phones-in-the-us,2025-07-14T11:19:48Z,Android Central,"techkritiko@gmail.com (Jay Bonggolto) , Jay Bonggolto",https://cdn.mos.cms.futurecdn.net/aXhAmh8YPh5gxYmLHrudok.jpg
1_month,It's the End of the Road for Microsoft Store Movies and TV Shows. What It Means for You,Microsoft has abruptly stopped offering rentals and sales of TV shows and movies on its media platforms.,https://www.cnet.com/tech/services-and-software/its-the-end-of-the-road-for-microsoft-store-movies-and-tv-shows-what-it-means-for-you/,2025-07-18T17:21:58Z,CNET,Omar Gallaga,https://www.cnet.com/a/img/resize/069df0f098db98a8d57f31adbbf4a2a8c5cba57a/hub/2024/07/19/d203483a-0f10-4c6c-8647-9219b50b1b5b/microsoft-logo-on-violet-background.png?auto=webp&fit=crop&height=675&width=1200
1_month,"I Recommend This Budget Acer Laptop at Full Price, and It's an Even Better Value at $200 Off","Acer's 14 AI laptop is one of CNET's top-rated budget laptops of 2025. It's the cheapest Copilot Plus PC I've ever reviewed, and Costco members can get it for just $500 right now.",https://www.cnet.com/deals/i-recommend-this-budget-acer-laptop-at-full-price-and-its-an-even-better-value-at-200-off/,2025-07-15T01:29:00Z,CNET,Matt Elliott,https://www.cnet.com/a/img/resize/7ceda3819a25310d5d92c88a07266ed434d55d62/hub/2025/04/04/b8617b13-484b-4a5a-b972-3016144097f1/acer-aspire-14-ai.jpg?auto=webp&fit=crop&height=675&width=1200
1_month,More Than Half of Teens Surveyed Use AI for Companionship. Why That's Not Ideal,"A study by Common Sense Media showed many say they'd just as soon talk with AI as with humans, but the survey company  recommends that ""no one younger than 18 should use AI companions.""",https://www.cnet.com/tech/services-and-software/more-than-half-of-teens-surveyed-use-ai-for-companionship-why-thats-not-ideal/,2025-07-18T16:43:00Z,CNET,Alex Valdes,https://www.cnet.com/a/img/resize/f507b697c63fa44e4a3e94cb525d3f42a71cb7aa/hub/2025/07/16/3231c99d-fc61-4724-b4c2-172e829b2a3f/gettyimages-1490978700.jpg?auto=webp&fit=crop&height=675&width=1200
1_month,The best pellet smokers,"We tested dozens of pellet grills and spoke to experts to find the best models for every budget and cooking style, from compact smokers to high-end picks.",https://www.businessinsider.com/guides/kitchen/best-pellet-smokers,2025-07-17T20:15:32Z,Business Insider,"oburke@businessinsider.com (Owen Burke,Tyler Hayes)",https://i.insider.com/64381c4de955f50018faba1b?width=1200&format=jpeg
1_month,Apple's Tim Cook and Eddy Cue Attend 2025 Sun Valley Conference,"Apple CEO Tim Cook and Senior Vice President of Services Eddy Cue are attending the 2025 Allen & Company Sun Valley Conference in Idaho, joining an exclusive gathering of global leaders from the technology, media, finance, and political sectors (via Fortune).…",https://www.macrumors.com/2025/07/14/tim-cook-and-eddy-cue-attend-sun-valley-conference/,2025-07-14T05:38:45Z,MacRumors,Hartley Charlton,https://images.macrumors.com/t/Vp_2MrzV51Cee760xS8WLavGL6o=/1920x/article-new/2024/07/reuters-tim-cook-sun-valley-event.jpg
1_month,Microsoft Uses Chinese Engineers To Maintain Defense Department Systems Under Minimal US Oversight,"Microsoft employs engineers in China to help maintain Defense Department computer systems, with U.S. citizens serving as ""digital escorts"" to oversee the foreign workers, according to a ProPublica investigation. The escorts often lack advanced technical exper…",https://slashdot.org/story/25/07/15/1345208/microsoft-uses-chinese-engineers-to-maintain-defense-department-systems-under-minimal-us-oversight,2025-07-15T14:00:00Z,Slashdot.org,msmash,https://a.fsdn.com/sd/topics/microsoft_64100.png
1_month,Microsoft Has a New Trick To Improve Laptop Battery Life On Windows,"Microsoft is testing a new adaptive energy saver mode in Windows 11 that automatically turns energy saver on or off based on system workload instead of battery percentage, aiming to extend laptop battery life without dimming screen brightness. The feature is …",https://hardware.slashdot.org/story/25/07/14/2313239/microsoft-has-a-new-trick-to-improve-laptop-battery-life-on-windows,2025-07-15T01:30:00Z,Slashdot.org,BeauHD,https://a.fsdn.com/sd/topics/microsoft_64100.png
1_month,OpenAI Says It Will Use Google's Cloud For ChatGPT,"OpenAI has added Google Cloud as a provider for ChatGPT and its API, expanding beyond Microsoft to address growing demand for computing power. CNBC reports: OpenAI has added Google to a list of suppliers, specifying that ChatGPT and its application programmin…",https://tech.slashdot.org/story/25/07/16/2030234/openai-says-it-will-use-googles-cloud-for-chatgpt,2025-07-16T21:10:00Z,Slashdot.org,BeauHD,https://a.fsdn.com/sd/topics/cloud_64.png
1_month,"Microsoft salaries revealed: How much the tech giant pays software engineers, product managers, and more","At Microsoft, software engineers can make $284,000 in base pay, per work visa data from the first quarter of 2025.",https://www.businessinsider.com/microsoft-salaries-pays-engineers-pm-ai-talent-wars-2025-7,2025-07-15T09:00:01Z,Business Insider,Geoff Weiss,https://i.insider.com/68750e8285e81483682df238?width=1200&format=jpeg
1_month,I'm a software engineer at Microsoft who was diagnosed with autism and ADHD at 30. It's changed how I see myself and show up at work.,"Jade Wilson, a software engineer at Microsoft, received later-in-life autism and ADHD diagnoses. Big Tech networking events can pose a challenge.",https://www.businessinsider.com/software-engineer-navigate-work-microsoft-autism-adhd-diagnoses-2025-7,2025-07-13T09:21:01Z,Business Insider,Joshua Nelken-Zitser,https://i.insider.com/686f9df985e81483682dbb18?width=1200&format=jpeg
1_month,"I worked at Amazon, Microsoft, and Meta after struggling to land internships. Here are my top tips for getting into Big Tech.","Jay Jung has been a software engineer at Meta, Microsoft, and Amazon. He shared tips for revamping résumés and passing coding interviews.",https://www.businessinsider.com/software-engineer-tips-big-tech-roles-2025-7,2025-07-14T11:42:52Z,Business Insider,Charissa Cheong,https://i.insider.com/6874cfca85e81483682df00c?width=1200&format=jpeg
